customer_id,age,gender,tenure_months,monthly_spend_gbp,num_rentals_12m,digital_engagement_score,pricing_satisfaction,service_satisfaction,nps_score,loyalty_member,complaints_last_6m,region,churned
EM-00168,23,Female,2,30.76,5,0.262,6,6,-15,1,1,South East,0
EM-00169,19,Female,4,76.11,12,0.436,8,5,-51,1,4,North West,1
EM-00170,38,Male,26,65.35,2,0.386,8,10,33,1,3,East Anglia,0
EM-00171,43,Female,9,96.8,5,0.213,10,10,32,0,0,Scotland,0
EM-00172,18,Male,15,69.88,3,0.302,3,2,-40,0,2,East Anglia,0
EM-00173,34,Female,1,61.48,5,0.185,1,5,-6,1,0,South West,1
EM-00174,24,Male,1,43.14,8,0.166,5,5,-43,0,0,London,0
EM-00175,41,Female,10,69.14,3,0.234,6,2,49,1,2,South East,0
EM-00176,22,Male,30,96.46,11,0.103,10,8,84,1,2,East Anglia,0
EM-00177,44,Male,38,37.65,2,0.373,9,10,-69,0,0,South West,0
EM-00178,29,Male,1,69.67,5,0.247,2,5,44,0,1,London,0
EM-00179,60,Male,13,74.93,4,0.656,1,5,85,0,1,North West,0
EM-00180,21,Male,44,46.57,3,0.164,7,1,68,1,0,Midlands,0
EM-00181,27,Male,8,49.7,9,0.541,2,1,-79,1,0,London,1
EM-00182,21,Female,31,74.84,12,0.738,2,1,-21,1,2,South West,0
EM-00183,59,Male,2,37.84,4,0.344,3,8,-59,0,2,North West,1
EM-00184,56,Male,49,79.44,7,0.233,4,10,-22,1,1,South East,0
EM-00185,24,Male,25,42.62,2,0.269,7,2,35,1,0,London,0
EM-00186,42,Male,51,113.46,5,0.433,1,8,-55,1,0,Scotland,0
EM-00187,51,Male,20,214.63,5,0.326,6,6,75,0,1,North West,0
EM-00188,36,Male,8,43.36,3,0.086,7,5,14,1,1,London,0
EM-00189,35,Male,50,87.1,6,0.11,3,6,30,1,2,North West,0
EM-00190,24,Male,5,46.37,11,0.6,3,4,-24,0,1,North East,0
EM-00191,20,Female,7,112.22,4,0.053,2,3,-71,1,0,North West,0
EM-00192,57,Female,21,35.42,7,0.166,5,4,-73,1,1,London,0
EM-00193,57,Male,26,84.8,9,0.551,7,9,-28,0,0,London,0
EM-00194,40,Male,47,43.1,6,0.289,3,8,52,1,0,London,0
EM-00195,27,Female,4,60.13,8,0.561,7,8,64,0,1,South East,0
EM-00196,28,Male,28,39.82,10,0.355,8,1,78,1,0,London,0
EM-00197,45,Female,24,100.6,9,0.19,3,5,-62,0,1,Scotland,1
EM-00198,57,Male,1,43.88,5,0.269,1,6,-18,1,0,London,0
EM-00199,56,Female,8,87.88,4,0.089,3,9,99,0,1,Midlands,0
EM-00200,48,Female,5,56.15,6,0.324,6,10,-34,0,1,Scotland,0
EM-00201,41,Female,6,62.98,6,0.333,1,10,28,0,0,Wales,0
EM-00202,20,Female,73,71.8,8,0.014,9,6,-63,1,1,South West,0
EM-00203,22,Male,18,45.56,9,0.106,3,1,79,0,0,North West,0
EM-00204,57,Male,22,74.08,10,0.049,3,1,90,0,2,East Anglia,1
EM-00205,39,Female,67,143.33,3,0.406,7,7,-49,0,0,North West,0
EM-00206,18,Female,8,45.19,8,0.495,7,3,-18,1,2,Wales,0
EM-00207,20,Male,29,119.81,2,0.122,6,7,-16,1,1,North West,0
EM-00208,42,Male,10,141.04,4,0.009,7,5,87,0,0,London,0
EM-00209,18,Male,36,44.34,3,0.366,5,1,-88,1,1,London,1
EM-00210,22,Male,3,32.22,3,0.301,8,8,-84,1,0,East Anglia,0
EM-00211,36,Female,53,77.55,8,0.47,10,9,-17,1,0,Scotland,0
EM-00212,44,Male,4,50.72,6,0.213,2,6,57,0,0,South West,0
EM-00213,41,Male,7,169.75,6,0.285,5,2,65,0,0,London,0
EM-00214,24,Male,25,67.86,7,0.121,9,9,38,1,1,London,0
EM-00215,45,Male,9,44.65,7,0.541,4,2,54,0,2,Wales,0
EM-00216,24,Male,16,37.58,4,0.529,8,6,-63,0,1,London,0
EM-00217,27,Female,10,115.0,3,0.566,3,10,-73,1,0,South West,0
EM-00218,47,Female,24,50.12,9,0.223,6,4,53,0,1,Wales,1
EM-00219,41,Female,4,68.16,2,0.304,8,6,2,0,2,London,0
EM-00220,53,Male,1,107.54,5,0.039,9,4,60,1,3,North West,0
EM-00221,42,Female,6,52.35,5,0.193,7,3,59,0,1,South East,0
EM-00222,37,Female,11,65.17,7,0.107,6,8,81,1,1,London,0
EM-00223,20,Female,3,66.14,4,0.301,6,5,52,1,1,Midlands,1
EM-00224,28,Male,7,93.85,8,0.395,6,1,-77,1,2,Midlands,1
EM-00225,25,Male,9,89.6,7,0.373,10,8,67,1,0,London,0
EM-00226,24,Male,1,59.74,5,0.346,9,3,54,1,0,South East,0
EM-00227,63,Male,15,68.84,8,0.348,3,4,-55,1,0,North East,0
EM-00228,29,Male,38,55.37,8,0.369,4,9,-17,0,1,North East,0
EM-00229,57,Male,2,31.85,1,0.304,3,3,-4,1,0,North West,0
EM-00230,40,Male,16,75.85,8,0.189,9,5,-32,1,1,London,0
EM-00231,49,Female,19,171.76,9,0.108,5,8,-32,1,4,Scotland,0
EM-00232,34,Male,9,42.87,7,0.351,10,6,-62,0,3,London,1
EM-00233,37,Male,21,45.31,1,0.084,8,3,56,1,1,North East,0
EM-00234,33,Female,9,43.15,8,0.37,8,8,-26,0,3,London,0
EM-00235,23,Female,12,95.8,8,0.487,9,5,-15,1,1,South East,0
EM-00236,45,Female,1,83.45,7,0.166,10,6,-70,1,0,Midlands,0
EM-00237,25,Other,21,61.6,4,0.343,7,3,-36,1,1,London,1
EM-00238,18,Female,19,42.14,8,0.517,3,8,-86,1,3,London,1
EM-00239,41,Female,1,69.84,5,0.055,5,4,-18,1,0,South East,1
EM-00240,22,Male,8,30.5,5,0.172,3,9,-27,1,1,East Anglia,0
EM-00241,61,Male,69,71.64,5,0.139,2,5,-92,1,0,North East,0
EM-00242,62,Male,9,103.11,8,0.216,3,1,-88,0,0,Scotland,0
EM-00243,59,Male,12,35.67,11,0.365,10,9,19,0,0,North West,1
EM-00244,28,Male,43,30.99,7,0.435,9,8,-56,1,1,South East,0
EM-00245,18,Female,22,146.9,6,0.05,9,5,-11,1,0,North West,1
EM-00246,60,Female,15,49.11,3,0.266,8,3,33,1,0,North West,0
EM-00247,31,Female,28,117.68,9,0.05,7,9,3,1,1,North West,0
EM-00248,63,Male,35,61.74,6,0.64,1,7,-57,1,1,South East,0
EM-00249,63,Female,10,61.5,5,0.636,9,8,-99,1,0,South East,0
EM-00250,54,Female,11,83.03,5,0.214,10,3,56,1,1,South East,0
EM-00251,25,Male,8,42.86,6,0.076,2,6,75,1,1,South East,1
EM-00252,29,Female,61,71.25,5,0.196,6,4,24,0,0,London,1
EM-00253,54,Male,21,55.11,6,0.065,10,3,-89,1,0,Scotland,0
EM-00254,26,Male,1,34.46,6,0.296,5,4,13,0,0,South West,0
EM-00255,22,Female,35,78.94,5,0.274,6,2,-34,1,0,North West,0
EM-00256,36,Male,11,58.46,4,0.414,8,5,77,0,0,South East,0
EM-00257,60,Male,1,61.65,4,0.165,8,8,-90,0,0,North West,1
EM-00258,44,Female,14,36.41,5,0.158,10,5,-96,0,1,London,0
EM-00259,37,Female,9,147.78,7,0.163,2,2,-56,1,0,London,0
EM-00260,20,Male,37,103.37,9,0.15,7,7,16,0,1,South West,1
EM-00261,40,Male,4,107.99,7,0.303,2,8,74,1,1,South East,0
EM-00262,65,Male,31,57.24,4,0.38,1,4,33,0,1,South East,0
EM-00263,21,Female,14,28.09,1,0.362,8,3,-21,1,1,East Anglia,0
EM-00264,34,Male,1,177.05,4,0.464,9,8,-7,0,1,London,0
EM-00265,56,Male,64,64.68,6,0.327,7,10,-17,0,1,Midlands,0
EM-00266,46,Female,12,45.86,4,0.222,4,2,-12,0,1,London,1
EM-00267,44,Female,6,82.14,6,0.574,7,7,96,1,0,South East,0
EM-00268,44,Male,11,119.53,10,0.36,4,10,90,0,1,North West,1
EM-00269,28,Male,35,65.92,6,0.065,7,8,10,0,0,East Anglia,0
EM-00270,25,Female,6,126.38,5,0.481,4,5,-34,0,0,North West,0
EM-00271,50,Male,3,114.61,3,0.077,9,7,74,0,0,Wales,0
EM-00272,50,Male,2,38.93,11,0.155,5,9,61,1,0,London,0
EM-00273,55,Female,6,47.61,3,0.432,7,8,-89,0,0,London,0
EM-00274,59,Male,27,107.64,7,0.234,8,5,-74,1,2,Scotland,0
EM-00275,34,Female,11,17.18,7,0.128,5,4,96,1,2,North West,1
EM-00276,34,Male,4,61.88,5,0.191,1,3,4,1,1,Scotland,1
EM-00277,49,Male,3,32.61,7,0.456,4,6,-15,0,2,South East,0
EM-00278,41,Male,7,52.55,5,0.154,3,4,95,1,1,South East,1
EM-00279,44,Male,50,57.43,6,0.19,7,4,16,1,0,London,0
EM-00280,49,Male,7,55.75,8,0.694,6,7,55,1,0,Wales,0
EM-00281,57,Male,79,50.6,6,0.232,6,10,98,1,1,East Anglia,0
EM-00282,27,Female,11,38.53,2,0.159,2,5,72,0,0,Scotland,0
EM-00283,29,Other,3,209.76,10,0.648,6,1,29,0,1,South West,0
EM-00284,20,Female,39,169.65,2,0.362,8,5,36,1,0,South East,0
EM-00285,38,Female,11,37.3,4,0.507,5,6,-70,1,1,Midlands,0
EM-00286,18,Male,22,147.09,9,0.241,9,1,63,0,0,North West,0
EM-00287,32,Female,74,54.61,9,0.34,2,3,12,0,0,South West,0
EM-00288,36,Male,1,71.14,7,0.582,7,6,4,0,1,South West,0
EM-00289,25,Female,1,64.61,6,0.464,6,7,-86,1,2,South West,0
EM-00290,38,Other,22,47.95,4,0.368,6,7,-4,1,2,North East,0
EM-00291,18,Female,5,109.06,4,0.187,4,7,89,1,1,North East,1
EM-00292,19,Other,3,71.02,11,0.267,10,9,-70,1,3,Scotland,1
EM-00293,51,Female,1,52.55,8,0.386,9,2,54,1,0,South East,0
EM-00294,28,Male,1,34.73,5,0.188,6,3,-99,0,3,London,0
EM-00295,21,Male,26,42.66,2,0.183,8,7,100,1,1,South East,0
EM-00296,35,Female,2,29.35,4,0.437,8,6,-58,0,1,South West,0
EM-00297,48,Male,11,67.1,5,0.435,4,1,14,1,1,North West,0
EM-00298,23,Female,16,36.66,9,0.258,5,10,22,0,2,North East,0
EM-00299,40,Other,10,58.39,9,0.148,2,7,-100,1,2,East Anglia,0
EM-00300,20,Male,1,132.3,5,0.521,4,2,-92,1,2,South West,1
EM-00301,19,Female,27,121.47,8,0.347,6,4,87,1,2,South West,0
EM-00302,35,Female,1,65.62,5,0.143,2,7,29,1,1,Midlands,0
EM-00303,36,Female,25,63.84,8,0.682,2,4,0,0,0,Scotland,0
EM-00304,41,Female,40,170.71,1,0.411,10,6,85,1,0,North West,0
EM-00305,45,Female,10,86.52,5,0.147,7,9,92,1,0,Midlands,0
EM-00306,64,Female,13,56.6,6,0.158,10,5,9,1,3,North West,0
EM-00307,34,Female,11,32.69,4,0.171,5,3,39,1,1,Midlands,1
EM-00308,26,Male,8,81.2,6,0.336,3,6,82,0,1,North East,0
EM-00309,49,Male,39,100.95,8,0.164,3,4,37,1,0,London,0
EM-00310,25,Female,40,48.63,6,0.35,7,9,10,1,1,Midlands,0
EM-00311,31,Male,7,77.14,8,0.358,3,2,-36,1,1,Scotland,0
EM-00312,20,Female,17,55.6,8,0.13,10,10,-36,1,0,South East,0
EM-00313,18,Female,47,60.82,10,0.225,5,5,-40,0,0,Scotland,0
EM-00314,62,Male,58,19.22,6,0.2,2,9,-6,1,2,North East,0
EM-00315,52,Female,12,59.69,7,0.246,3,10,96,1,1,Midlands,0
EM-00316,44,Female,10,108.28,6,0.129,4,7,-66,1,0,South East,0
EM-00317,30,Male,5,48.63,11,0.175,1,5,38,1,0,Scotland,0
EM-00318,22,Male,57,68.46,8,0.136,4,8,95,0,1,London,0
EM-00319,22,Male,2,45.7,9,0.291,4,2,-63,1,0,North West,0
EM-00320,24,Male,15,79.86,4,0.235,3,4,13,1,2,North East,1
EM-00321,36,Female,5,59.84,6,0.538,10,6,-62,1,0,Midlands,0
EM-00322,45,Male,5,41.69,10,0.523,9,7,48,1,1,London,0
EM-00323,42,Female,9,129.84,3,0.29,3,8,19,1,2,Scotland,1
EM-00324,25,Male,120,106.11,8,0.422,2,4,63,1,0,Wales,0
EM-00325,62,Male,1,49.28,3,0.338,7,9,9,0,1,Midlands,0
EM-00326,46,Female,15,85.53,4,0.126,9,7,99,1,1,North East,0
EM-00327,36,Female,1,87.24,4,0.209,6,2,-81,0,0,North West,0
EM-00328,39,Male,3,91.94,4,0.252,5,9,-58,0,0,Midlands,0
EM-00329,30,Male,10,28.58,6,0.317,1,7,48,1,2,London,0
EM-00330,24,Male,12,110.31,4,0.259,3,5,62,1,0,South West,0
EM-00331,28,Male,5,50.16,8,0.388,9,3,-37,0,2,North West,1
EM-00332,47,Female,6,55.76,11,0.151,8,9,6,0,0,South West,0
EM-00333,18,Male,1,249.37,2,0.571,9,7,-69,1,1,North West,0
EM-00334,21,Male,6,77.55,4,0.345,8,3,-65,1,2,Wales,1
EM-00335,19,Male,61,54.97,6,0.41,1,5,4,1,2,South West,0
EM-00336,19,Female,52,22.14,12,0.072,8,3,-32,1,0,Scotland,0
EM-00337,54,Other,7,133.6,3,0.334,8,3,8,1,0,London,0
EM-00338,44,Male,15,34.04,7,0.58,5,7,79,0,0,Scotland,0
EM-00339,33,Female,43,40.38,11,0.157,6,9,31,0,1,London,0
EM-00340,20,Male,1,56.5,7,0.319,2,5,-94,1,1,South East,1
EM-00341,33,Male,29,135.4,6,0.287,1,4,-17,1,2,Midlands,0
EM-00342,33,Female,53,98.16,4,0.252,8,4,98,0,0,North West,0
EM-00343,22,Female,1,61.63,4,0.266,7,3,51,1,1,East Anglia,0
EM-00344,31,Female,3,77.8,8,0.092,4,8,48,0,0,South East,1
EM-00345,30,Female,58,49.39,5,0.377,7,10,84,1,0,London,0
EM-00346,40,Male,13,71.51,4,0.162,2,1,100,0,2,South West,1
EM-00347,41,Female,1,69.18,2,0.374,2,3,46,1,1,South East,0
EM-00348,19,Male,5,108.24,5,0.449,7,2,55,1,0,North West,0
EM-00349,29,Female,10,108.16,5,0.173,3,7,59,1,1,Wales,0
EM-00350,40,Male,21,85.37,5,0.306,6,6,-67,1,0,North West,0
EM-00351,34,Female,23,55.64,7,0.669,7,1,-85,0,0,Midlands,0
EM-00352,54,Male,96,96.63,0,0.317,7,3,-63,1,1,South East,0
EM-00353,42,Male,6,63.69,3,0.257,10,4,14,0,0,South East,0
EM-00354,22,Female,13,38.82,6,0.193,4,10,-20,1,0,South West,1
